,Job Title,Company Name,Salary Estimate,Job Position,Job Acedemic Requiremnt,Job Week Cutom Font,Job Time Cutom Font,Company Field,Company Size,min_salary,max_salary,avg_salary,avg_salary(month),week_attendence,intern_time_length,Job Position(eng),Job Acedemic Requiremnt(eng),Company Field(eng)
432,Digital Marketing Data Analytics Intern 市场数据分析实习生实习招聘-Under Armour实习生招聘-实习僧," 
                        Under Armour
                          ",150-180/天,上海,本科,3天／周,实习6个月,快消/百货/批发/零售,more than 2000,150,180,165.0,4950.0,3,6,ShangHai,Undergraduate,FMCG/Department/Wholesale/Retail
433,HRBP实习生（数据分析方向）实习招聘-博世中国实习生招聘-实习僧," 
                        博世中国
                          ",250-400/天,上海,本科,4天／周,实习6个月,汽车/机械/制造,more than 2000,250,400,325.0,9750.0,4,6,ShangHai,Undergraduate,Automotive / Machinery / Manufacturing
434,供应链数据分析实习生实习招聘-比比电子实习生招聘-实习僧," 
                        比比电子
                          ",150-200/天,苏州,大专,5天／周,实习3个月,电子/通信/硬件,150-500,150,200,175.0,5250.0,5,3,SuZhou,College Diploma,Electronics/Communications/Hardware
435,数据分析实习生实习招聘-重庆博为峰实习生招聘-实习僧," 
                        重庆博为峰
                          ",180-300/天,重庆,不限,5天／周,实习3个月,互联网/游戏/软件,500-2000,180,300,240.0,7200.0,5,3,ChongQing,Unlimited,Internet/Games/Software
436,数据分析助理实习招聘-合肥博为峰实习生招聘-实习僧," 
                        合肥博为峰
                          ",150-300/天,合肥,大专,5天／周,实习3个月,互联网/游戏/软件,more than 2000,150,300,225.0,6750.0,5,3,HeFei,College Diploma,Internet/Games/Software
437,数据处理&分析实习生实习招聘-灵北实习生招聘-实习僧," 
                        灵北
                          ",120-150/天,北京,本科,3天／周,实习3个月,医疗/健康/制药/生物,150-500,120,150,135.0,4050.0,3,3,BeiJing,Undergraduate,Medical/Health/Pharma/Bio
438,数据分析运营实习生实习招聘-字节跳动实习生招聘-实习僧," 
                        字节跳动
                          ",150-180/天,北京,本科,5天／周,实习3个月,互联网/游戏/软件,more than 2000,150,180,165.0,4950.0,5,3,BeiJing,Undergraduate,Internet/Games/Software
439,清华课题组大数据分析实习生实习招聘-万酋科技实习生招聘-实习僧," 
                        万酋科技
                          ",100-200/天,北京,本科,5天／周,实习4个月,汽车/机械/制造,15-50,100,200,150.0,4500.0,5,4,BeiJing,Undergraduate,Automotive / Machinery / Manufacturing
440,用户研究（数据分析）实习生实习招聘-NIO蔚来实习生招聘-实习僧," 
                        NIO蔚来
                          ",200/天,上海,本科,4天／周,实习6个月,汽车/机械/制造,more than 2000,200,200,200.0,6000.0,4,6,ShangHai,Undergraduate,Automotive / Machinery / Manufacturing
441,数据分析课程助教实习招聘-萌想科技（实习僧）实习生招聘-实习僧," 
                      萌想科技（实习僧）
                          ",150/天,北京,本科,5天／周,实习3个月,互联网/游戏/软件,150-500,150,150,150.0,4500.0,5,3,BeiJing,Undergraduate,Internet/Games/Software
442,金融数据分析实习生实习招聘-广州瀚信实习生招聘-实习僧," 
                        广州瀚信
                          ",80-120/天,广州,大专,5天／周,实习3个月,金融/经济/投资/财会,150-500,80,120,100.0,3000.0,5,3,GuangZhou,College Diploma,Finance/Economy/Investment/Accounting
443,数据分析实习生ZP2110122902实习招聘-京东科技实习生招聘-实习僧," 
                        京东科技
                          ",120-180/天,北京,本科,5天／周,实习3个月,互联网/游戏/软件,more than 2000,120,180,150.0,4500.0,5,3,BeiJing,Undergraduate,Internet/Games/Software
444,数据分析实习生ZP2110093053实习招聘-京东科技实习生招聘-实习僧," 
                        京东科技
                          ",120-180/天,北京,本科,5天／周,实习3个月,互联网/游戏/软件,more than 2000,120,180,150.0,4500.0,5,3,BeiJing,Undergraduate,Internet/Games/Software
445,HR数据分析实习生实习招聘-华住集团实习生招聘-实习僧," 
                        华住集团
                          ",120-180/天,上海,本科,4天／周,实习3个月,餐饮/酒店/旅游/娱乐,more than 2000,120,180,150.0,4500.0,4,3,ShangHai,Undergraduate,Dining/Hotel/Travel/Entertainment
446,数据分析研究实习生实习招聘-诚奇资产实习生招聘-实习僧," 
                        诚奇资产
                          ",300-400/天,北京,本科,4天／周,实习3个月,金融/经济/投资/财会,15-50,300,400,350.0,10500.0,4,3,BeiJing,Undergraduate,Finance/Economy/Investment/Accounting
447,会员数据分析实习生实习招聘-百胜餐饮实习生招聘-实习僧," 
                        百胜餐饮
                          ",200-250/天,上海,本科,4天／周,实习6个月,餐饮/酒店/旅游/娱乐,more than 2000,200,250,225.0,6750.0,4,6,ShangHai,Undergraduate,Dining/Hotel/Travel/Entertainment
448,运营数据分析实习生实习招聘-独到科技实习生招聘-实习僧," 
                        独到科技
                          ",120-180/天,北京,本科,5天／周,实习4个月,互联网/游戏/软件,50-150,120,180,150.0,4500.0,5,4,BeiJing,Undergraduate,Internet/Games/Software
449,数据分析实习岗（编程）实习招聘-上海泾溪投资实习生招聘-实习僧," 
                        上海泾溪投资
                          ",200-300/天,上海,本科,5天／周,实习3个月,金融/经济/投资/财会,15-50,200,300,250.0,7500.0,5,3,ShangHai,Undergraduate,Finance/Economy/Investment/Accounting
450,酵色——数据分析实习生实习招聘-Judydoll橘朵实习生招聘-实习僧," 
                        Judydoll橘朵
                          ",150/天,上海,本科,3天／周,实习3个月,快消/百货/批发/零售,150-500,150,150,150.0,4500.0,3,3,ShangHai,Undergraduate,FMCG/Department/Wholesale/Retail
451,数据分析实习生-天津实习招聘-塔塔咨询服务实习生招聘-实习僧," 
                        塔塔咨询服务
                          ",100-150/天,天津,大专,5天／周,实习6个月,企业服务/咨询,500-2000,100,150,125.0,3750.0,5,6,TianJin,College Diploma,Corporate Services/Consulting
452,数据分析与机器学习实习生实习招聘-SmartNews实习生招聘-实习僧," 
                        SmartNews
                          ",300-400/天,上海,不限,3天／周,实习3个月,互联网/游戏/软件,150-500,300,400,350.0,10500.0,3,3,ShangHai,Unlimited,Internet/Games/Software
453,数据分析/算法实习生实习招聘-启明星实习生招聘-实习僧," 
                        启明星
                          ",150-200/天,成都,本科,5天／周,实习10个月,电子/通信/硬件,500-2000,150,200,175.0,5250.0,5,10,ChengDu,Undergraduate,Electronics/Communications/Hardware
454,python数据分析实习生实习招聘-NIO蔚来实习生招聘-实习僧," 
                        NIO蔚来
                          ",200/天,上海,本科,5天／周,实习3个月,汽车/机械/制造,more than 2000,200,200,200.0,6000.0,5,3,ShangHai,Undergraduate,Automotive / Machinery / Manufacturing
455,电商数据分析实习生实习招聘-内外实习生招聘-实习僧," 
                        内外
                          ",150-200/天,上海,本科,3天／周,实习6个月,快消/百货/批发/零售,500-2000,150,200,175.0,5250.0,3,6,ShangHai,Undergraduate,FMCG/Department/Wholesale/Retail
456,金融数据分析实习生实习招聘-广州瀚信实习生招聘-实习僧," 
                        广州瀚信
                          ",100-120/天,广州,大专,5天／周,实习3个月,金融/经济/投资/财会,150-500,100,120,110.0,3300.0,5,3,GuangZhou,College Diploma,Finance/Economy/Investment/Accounting
457,金融数据量化分析实习工程师实习招聘-浙商国际金融科技（上海）有限公司实习生招聘-实习僧," 
                        浙商国际金融科技（上海）有限公司
                          ",400-500/天,上海,硕士,5天／周,实习3个月,金融/经济/投资/财会,50-150,400,500,450.0,13500.0,5,3,ShangHai,Matser,Finance/Economy/Investment/Accounting
458,数据分析与挖掘方向实习生实习招聘-NIO蔚来实习生招聘-实习僧," 
                        NIO蔚来
                          ",200/天,上海,本科,5天／周,实习5个月,汽车/机械/制造,more than 2000,200,200,200.0,6000.0,5,5,ShangHai,Undergraduate,Automotive / Machinery / Manufacturing
459,GIS数据分析实习生实习招聘-互思唯尔实习生招聘-实习僧," 
                        互思唯尔
                          ",150-300/天,全国,本科,2天／周,实习12个月,房产/家居/物业/建筑,less than 15,150,300,225.0,6750.0,2,12,Unlimited,Undergraduate,real estate/home/property/construction
460,销售运营实习生（数据分析）实习招聘-美团实习生招聘-实习僧," 
                        美团
                          ",200-250/天,上海,本科,5天／周,实习3个月,互联网/游戏/软件,more than 2000,200,250,225.0,6750.0,5,3,ShangHai,Undergraduate,Internet/Games/Software
461,人力资源实习生-数据分析方向实习招聘-麦当劳中国实习生招聘-实习僧," 
                        麦当劳中国
                          ",面议,上海,不限,4天／周,实习3个月,餐饮/酒店/旅游/娱乐,more than 2000,0,0,0.0,0.0,4,3,ShangHai,Unlimited,Dining/Hotel/Travel/Entertainment
462,软件工程师实习生（数据分析方向）实习招聘-博世中国实习生招聘-实习僧," 
                        博世中国
                          ",150-180/天,上海,本科,3天／周,实习6个月,汽车/机械/制造,more than 2000,150,180,165.0,4950.0,3,6,ShangHai,Undergraduate,Automotive / Machinery / Manufacturing
463,AI数据标注及审核实习生实习招聘-迅鹏文化实习生招聘-实习僧," 
                        迅鹏文化
                          ",80-150/天,宜昌,不限,5天／周,实习1个月,广告/传媒/公关/展览,less than 15,80,150,115.0,3450.0,5,1,YiChang,Unlimited,Advertising/Media/PR/Exhibition
464,数据分析实习生-腾讯微信实习招聘-腾讯实习生招聘-实习僧," 
                        腾讯
                          ",250-300/天,广州,本科,5天／周,实习3个月,互联网/游戏/软件,more than 2000,250,300,275.0,8250.0,5,3,GuangZhou,Undergraduate,Internet/Games/Software
465,薪资福利团队数据分析实习生实习招聘-阿斯利康实习生招聘-实习僧," 
                        阿斯利康
                          ",120/天,上海,不限,3天／周,实习3个月,医疗/健康/制药/生物,more than 2000,120,120,120.0,3600.0,3,3,ShangHai,Unlimited,Medical/Health/Pharma/Bio
466,工程部实习生-数据分析方向-深圳实习招聘-家得宝实习生招聘-实习僧," 
                        家得宝
                          ",100-150/天,深圳,本科,3天／周,实习6个月,交通/贸易/物流,150-500,100,150,125.0,3750.0,3,6,ShenZhen,Undergraduate,Transportation/Trade/Logistics
467,数据分析实习生_002实习招聘-滴滴实习生招聘-实习僧," 
                        滴滴
                          ",200-400/天,北京,本科,5天／周,实习6个月,互联网/游戏/软件,more than 2000,200,400,300.0,9000.0,5,6,BeiJing,Undergraduate,Internet/Games/Software
468,FDA数据分析岗实习生实习招聘-安永实习生招聘-实习僧," 
                        安永
                          ",120-150/天,上海,本科,5天／周,实习3个月,企业服务/咨询,more than 2000,120,150,135.0,4050.0,5,3,ShangHai,Undergraduate,Corporate Services/Consulting
469,数据分析实习生-开发部实习招聘-百胜餐饮实习生招聘-实习僧," 
                        百胜餐饮
                          ",120/天,上海,本科,3天／周,实习3个月,餐饮/酒店/旅游/娱乐,more than 2000,120,120,120.0,3600.0,3,3,ShangHai,Undergraduate,Dining/Hotel/Travel/Entertainment
470,数据分析（人资）实习生实习招聘-广发卡实习生招聘-实习僧," 
                        广发卡
                          ",100-150/天,广州,本科,4天／周,实习4个月,金融/经济/投资/财会,more than 2000,100,150,125.0,3750.0,4,4,GuangZhou,Undergraduate,Finance/Economy/Investment/Accounting
471,生产数据分析实习生实习招聘-百威实习生招聘-实习僧," 
                        百威
                          ",100-120/天,武汉,大专,5天／周,实习3个月,快消/百货/批发/零售,150-500,100,120,110.0,3300.0,5,3,WuHan,College Diploma,FMCG/Department/Wholesale/Retail
472,数据分析岗(理赔精算)实习招聘-利宝保险实习生招聘-实习僧," 
                        利宝保险
                          ",80-120/天,重庆,本科,4天／周,实习11个月,金融/经济/投资/财会,500-2000,80,120,100.0,3000.0,4,11,ChongQing,Undergraduate,Finance/Economy/Investment/Accounting
473,电商数据分析实习生实习招聘-安客诚信息实习生招聘-实习僧," 
                        安客诚信息
                          ",120/天,上海,本科,4天／周,实习7个月,互联网/游戏/软件,more than 2000,120,120,120.0,3600.0,4,7,ShangHai,Undergraduate,Internet/Games/Software
474,业务数据分析实习生实习招聘-美纳里尼实习生招聘-实习僧," 
                        美纳里尼
                          ",120-150/天,上海,本科,5天／周,实习6个月,医疗/健康/制药/生物,more than 2000,120,150,135.0,4050.0,5,6,ShangHai,Undergraduate,Medical/Health/Pharma/Bio
475,数据分析实习生(线上）实习招聘-掌美实习生招聘-实习僧," 
                        掌美
                          ",120/天,上海,本科,3天／周,实习3个月,互联网/游戏/软件,15-50,120,120,120.0,3600.0,3,3,ShangHai,Undergraduate,Internet/Games/Software
476,财务数据分析实习生实习招聘-数行科技实习生招聘-实习僧," 
                        数行科技
                          ",100-150/天,上海,大专,3天／周,实习4个月,互联网/游戏/软件,15-50,100,150,125.0,3750.0,3,4,ShangHai,College Diploma,Internet/Games/Software
477,大数据分析实习生---必胜客实习招聘-百胜餐饮实习生招聘-实习僧," 
                        百胜餐饮
                          ",200/天,上海,不限,3天／周,实习4个月,餐饮/酒店/旅游/娱乐,more than 2000,200,200,200.0,6000.0,3,4,ShangHai,Unlimited,Dining/Hotel/Travel/Entertainment
478,数据分析实习生-（数据平台）-【效率工程】实习招聘-快手实习生招聘-实习僧," 
                        快手
                          ",面议,北京,不限,5天／周,实习5个月,互联网/游戏/软件,more than 2000,0,0,0.0,0.0,5,5,BeiJing,Unlimited,Internet/Games/Software
479,数据分析师（数据资产组）实习招聘-一面数据实习生招聘-实习僧," 
                        一面数据
                          ",180-200/天,深圳,本科,5天／周,实习3个月,互联网/游戏/软件,150-500,180,200,190.0,5700.0,5,3,ShenZhen,Undergraduate,Internet/Games/Software
480,产业大数据分析研究员实习招聘-中国信息通信研究院实习生招聘-实习僧," 
                        中国信息通信研究院
                          ",120-180/天,重庆,硕士,5天／周,实习3个月,电子/通信/硬件,150-500,120,180,150.0,4500.0,5,3,ChongQing,Matser,Electronics/Communications/Hardware
481,数据分析挖掘工程师（2022bj）实习招聘-索信达实习生招聘-实习僧," 
                        索信达
                          ",200/天,北京,硕士,5天／周,实习8个月,互联网/游戏/软件,500-2000,200,200,200.0,6000.0,5,8,BeiJing,Matser,Internet/Games/Software
482,数据运营实习生（生鲜业务）实习招聘-便利蜂实习生招聘-实习僧," 
                        便利蜂
                          ",200-250/天,北京,硕士,5天／周,实习6个月,互联网/游戏/软件,more than 2000,200,250,225.0,6750.0,5,6,BeiJing,Matser,Internet/Games/Software
483,量化策略/数据分析-实习生（投研方向）实习招聘-上海冬荣实习生招聘-实习僧," 
                        上海冬荣
                          ",120-150/天,上海,不限,5天／周,实习12个月,金融/经济/投资/财会,50-150,120,150,135.0,4050.0,5,12,ShangHai,Unlimited,Finance/Economy/Investment/Accounting
484,安全数据分析研究实习生实习招聘-绿盟科技实习生招聘-实习僧," 
                        绿盟科技
                          ",150-200/天,全国,不限,4天／周,实习6个月,互联网/游戏/软件,more than 2000,150,200,175.0,5250.0,4,6,Unlimited,Unlimited,Internet/Games/Software
485,数据类实习生实习招聘-鹏博士电信传媒集团股份有限公司（北京）实习生招聘-实习僧," 
                        鹏博士电信传媒集团股份有限公司（北京）
                          ",200-300/天,武汉,硕士,3天／周,实习6个月,电子/通信/硬件,150-500,200,300,250.0,7500.0,3,6,WuHan,Matser,Electronics/Communications/Hardware
486,数据分析师实习招聘-一面数据实习生招聘-实习僧," 
                        一面数据
                          ",180-200/天,上海,本科,5天／周,实习3个月,互联网/游戏/软件,150-500,180,200,190.0,5700.0,5,3,ShangHai,Undergraduate,Internet/Games/Software
487,数据标注实习生实习招聘-法本信息实习生招聘-实习僧," 
                        法本信息
                          ",100-180/天,北京,大专,6天／周,实习6个月,互联网/游戏/软件,more than 2000,100,180,140.0,4200.0,6,6,BeiJing,College Diploma,Internet/Games/Software
488,数据分析师实习生实习招聘-鸿鋆基金实习生招聘-实习僧," 
                        鸿鋆基金
                          ",120-150/天,上海,硕士,5天／周,实习3个月,金融/经济/投资/财会,50-150,120,150,135.0,4050.0,5,3,ShangHai,Matser,Finance/Economy/Investment/Accounting
489,数据标注实习招聘-出门问问实习生招聘-实习僧," 
                        出门问问
                          ",120-150/天,武汉,大专,5天／周,实习3个月,互联网/游戏/软件,150-500,120,150,135.0,4050.0,5,3,WuHan,College Diploma,Internet/Games/Software
490,韩语数据分析师实习招聘-Measurecommerce实习生招聘-实习僧," 
                        Measurecommerce
                          ",200-300/天,上海,硕士,5天／周,实习3个月,快消/百货/批发/零售,15-50,200,300,250.0,7500.0,5,3,ShangHai,Matser,FMCG/Department/Wholesale/Retail
491,数据运营实习生（线上业务）实习招聘-便利蜂实习生招聘-实习僧," 
                        便利蜂
                          ",150-250/天,北京,硕士,5天／周,实习6个月,互联网/游戏/软件,more than 2000,150,250,200.0,6000.0,5,6,BeiJing,Matser,Internet/Games/Software
492,数据实习生实习招聘-上汽乘用车实习生招聘-实习僧," 
                        上汽乘用车
                          ",150-200/天,上海,本科,4天／周,实习3个月,汽车/机械/制造,more than 2000,150,200,175.0,5250.0,4,3,ShangHai,Undergraduate,Automotive / Machinery / Manufacturing
493,数据处理工程师实习招聘-科大讯飞实习生招聘-实习僧," 
                        科大讯飞
                          ",100-200/天,上海,不限,5天／周,实习3个月,互联网/游戏/软件,more than 2000,100,200,150.0,4500.0,5,3,ShangHai,Unlimited,Internet/Games/Software
494,数据分析实习生 (MJ003446)实习招聘-欢聚集团实习生招聘-实习僧," 
                        欢聚集团
                          ",面议,广州,不限,5天／周,实习3个月,互联网/游戏/软件,more than 2000,0,0,0.0,0.0,5,3,GuangZhou,Unlimited,Internet/Games/Software
495,HRBP实习生（数据分析方向）实习招聘-博世中国实习生招聘-实习僧," 
                        博世中国
                          ",250-400/天,上海,本科,4天／周,实习6个月,汽车/机械/制造,more than 2000,250,400,325.0,9750.0,4,6,ShangHai,Undergraduate,Automotive / Machinery / Manufacturing
496,医疗行业数据分析实习生实习招聘-药明康德实习生招聘-实习僧," 
                        药明康德
                          ",100-150/天,上海,本科,3天／周,实习3个月,医疗/健康/制药/生物,more than 2000,100,150,125.0,3750.0,3,3,ShangHai,Undergraduate,Medical/Health/Pharma/Bio
497,大数据分析（机器学习）实习生实习招聘-拜耳实习生招聘-实习僧," 
                        拜耳
                          ",120-150/天,上海,本科,5天／周,实习3个月,医疗/健康/制药/生物,more than 2000,120,150,135.0,4050.0,5,3,ShangHai,Undergraduate,Medical/Health/Pharma/Bio
498,Python数据分析课程助教实习招聘-北京周围大数据实习生招聘-实习僧," 
                        北京周围大数据
                          ",100-150/天,北京,本科,5天／周,实习1个月,互联网/游戏/软件,15-50,100,150,125.0,3750.0,5,1,BeiJing,Undergraduate,Internet/Games/Software
499,物流供应链数据分析实习生实习招聘-西门子实习生招聘-实习僧," 
                        西门子
                          ",100-120/天,北京,本科,5天／周,实习3个月,电子/通信/硬件,500-2000,100,120,110.0,3300.0,5,3,BeiJing,Undergraduate,Electronics/Communications/Hardware
500,数据分析师实习招聘-一面数据实习生招聘-实习僧," 
                        一面数据
                          ",180-200/天,广州,本科,5天／周,实习3个月,互联网/游戏/软件,150-500,180,200,190.0,5700.0,5,3,GuangZhou,Undergraduate,Internet/Games/Software
501,数据分析师实习招聘-一面数据实习生招聘-实习僧," 
                        一面数据
                          ",180-200/天,深圳,本科,5天／周,实习3个月,互联网/游戏/软件,150-500,180,200,190.0,5700.0,5,3,ShenZhen,Undergraduate,Internet/Games/Software
502,数据治理实习生实习招聘-金电联行实习生招聘-实习僧," 
                        金电联行
                          ",100-120/天,太原,不限,4天／周,实习3个月,金融/经济/投资/财会,15-50,100,120,110.0,3300.0,4,3,TaiYuan,Unlimited,Finance/Economy/Investment/Accounting
503,数据专员实习生实习招聘-方成咨询实习生招聘-实习僧," 
                        方成咨询
                          ",150/天,上海,不限,3天／周,实习3个月,企业服务/咨询,50-150,150,150,150.0,4500.0,3,3,ShangHai,Unlimited,Corporate Services/Consulting
504,数据分析师实习生实习招聘-美至科技实习生招聘-实习僧," 
                        美至科技
                          ",100-200/天,上海,不限,3天／周,实习3个月,互联网/游戏/软件,50-150,100,200,150.0,4500.0,3,3,ShangHai,Unlimited,Internet/Games/Software
505,数据分析师实习生实习招聘-暖哇科技实习生招聘-实习僧," 
                        暖哇科技
                          ",180-250/天,上海,本科,3天／周,实习3个月,互联网/游戏/软件,50-150,180,250,215.0,6450.0,3,3,ShangHai,Undergraduate,Internet/Games/Software
506,粘合剂市场战略数据分析实习生实习招聘-汉高（中国）实习生招聘-实习僧," 
                        汉高（中国）
                          ",100-150/天,上海,本科,4天／周,实习3个月,化工/能源/环保,more than 2000,100,150,125.0,3750.0,4,3,ShangHai,Undergraduate,Chemical / Energy / Environmental Protection
507,数据分析实习-广电方向实习招聘-字节跳动实习生招聘-实习僧," 
                        字节跳动
                          ",150/天,北京,本科,5天／周,实习3个月,互联网/游戏/软件,more than 2000,150,150,150.0,4500.0,5,3,BeiJing,Undergraduate,Internet/Games/Software
508,ETL—数据仓库工程师实习招聘-CLPS实习生招聘-实习僧," 
                        CLPS
                          ",150-180/天,广州,本科,5天／周,实习6个月,互联网/游戏/软件,500-2000,150,180,165.0,4950.0,5,6,GuangZhou,Undergraduate,Internet/Games/Software
509,数据运营实习生-业务分析部-北京实习招聘-滴滴实习生招聘-实习僧," 
                        滴滴
                          ",150-200/天,北京,本科,5天／周,实习3个月,互联网/游戏/软件,more than 2000,150,200,175.0,5250.0,5,3,BeiJing,Undergraduate,Internet/Games/Software
510,数据分析师实习生实习招聘-时代传浮实习生招聘-实习僧," 
                        时代传浮
                          ",150-250/天,北京,本科,5天／周,实习6个月,互联网/游戏/软件,15-50,150,250,200.0,6000.0,5,6,BeiJing,Undergraduate,Internet/Games/Software
511,车险数据分析实习生（2022届）实习招聘-利宝保险实习生招聘-实习僧," 
                        利宝保险
                          ",80-150/天,重庆,不限,3天／周,实习3个月,金融/经济/投资/财会,500-2000,80,150,115.0,3450.0,3,3,ChongQing,Unlimited,Finance/Economy/Investment/Accounting
512,人力资源管培生（数据分析方向）实习招聘-鼎捷软件实习生招聘-实习僧," 
                        鼎捷软件
                          ",150-200/天,上海,本科,5天／周,实习3个月,互联网/游戏/软件,more than 2000,150,200,175.0,5250.0,5,3,ShangHai,Undergraduate,Internet/Games/Software
513,数据处理和失效分析工程师实习招聘-中国汽研实习生招聘-实习僧," 
                        中国汽研
                          ",80-150/天,重庆,不限,5天／周,实习3个月,不限,more than 2000,80,150,115.0,3450.0,5,3,ChongQing,Unlimited,Unlimited
514,研究助理实习生（数据分析部）实习招聘-艾瑞集团实习生招聘-实习僧," 
                        艾瑞集团
                          ",150/天,广州,本科,4天／周,实习3个月,互联网/游戏/软件,150-500,150,150,150.0,4500.0,4,3,GuangZhou,Undergraduate,Internet/Games/Software
515,Client Success Executive（Intern）实习招聘-乾朝咨询实习生招聘-实习僧," 
                        乾朝咨询
                          ",120-150/天,上海,硕士,5天／周,实习3个月,金融/经济/投资/财会,50-150,120,150,135.0,4050.0,5,3,ShangHai,Matser,Finance/Economy/Investment/Accounting
516,圈圈业务-数据分析实习生实习招聘-美团实习生招聘-实习僧," 
                        美团
                          ",200-250/天,北京,本科,5天／周,实习3个月,互联网/游戏/软件,more than 2000,200,250,225.0,6750.0,5,3,BeiJing,Undergraduate,Internet/Games/Software
517,数据分析师（葡语）实习招聘-滴滴实习生招聘-实习僧," 
                        滴滴
                          ",200-250/天,北京,本科,5天／周,实习3个月,互联网/游戏/软件,more than 2000,200,250,225.0,6750.0,5,3,BeiJing,Undergraduate,Internet/Games/Software
518,运营分析岗（京喜）实习招聘-京东实习生招聘-实习僧," 
                        京东
                          ",100-150/天,北京,本科,5天／周,实习3个月,互联网/游戏/软件,more than 2000,100,150,125.0,3750.0,5,3,BeiJing,Undergraduate,Internet/Games/Software
519,运营分析岗（京喜）实习招聘-京东实习生招聘-实习僧," 
                        京东
                          ",100-150/天,天津,本科,5天／周,实习3个月,互联网/游戏/软件,more than 2000,100,150,125.0,3750.0,5,3,TianJin,Undergraduate,Internet/Games/Software
520,数据分析研发工程师助理实习招聘- 盛原成实习生招聘-实习僧," 
                         盛原成
                          ",200-300/天,广州,硕士,5天／周,实习6个月,互联网/游戏/软件,150-500,200,300,250.0,7500.0,5,6,GuangZhou,Matser,Internet/Games/Software
521,数据标注实习生实习招聘-恒生电子实习生招聘-实习僧," 
                        恒生电子
                          ",100-120/天,杭州,本科,5天／周,实习3个月,互联网/游戏/软件,more than 2000,100,120,110.0,3300.0,5,3,HangZhou,Undergraduate,Internet/Games/Software
522,数据运营实习生（便利店业务）实习招聘-延长壳牌实习生招聘-实习僧," 
                        延长壳牌
                          ",100-120/天,广州,本科,5天／周,实习6个月,快消/百货/批发/零售,500-2000,100,120,110.0,3300.0,5,6,GuangZhou,Undergraduate,FMCG/Department/Wholesale/Retail
523,数据分析&市场研究实习生实习招聘-宜家共享服务中心实习生招聘-实习僧," 
                        宜家共享服务中心
                          ",150-180/天,上海,本科,3天／周,实习3个月,快消/百货/批发/零售,500-2000,150,180,165.0,4950.0,3,3,ShangHai,Undergraduate,FMCG/Department/Wholesale/Retail
524,内容营销（数据分析）实习生实习招聘-Future Arena实习生招聘-实习僧," 
                        Future Arena
                          ",100-150/天,上海,本科,5天／周,实习3个月,广告/传媒/公关/展览,15-50,100,150,125.0,3750.0,5,3,ShangHai,Undergraduate,Advertising/Media/PR/Exhibition
525,无人机飞行数据分析实习生实习招聘-星逻智能实习生招聘-实习僧," 
                        星逻智能
                          ",150-200/天,上海,本科,3天／周,实习4个月,互联网/游戏/软件,50-150,150,200,175.0,5250.0,3,4,ShangHai,Undergraduate,Internet/Games/Software
526,电商数据咨询分析实习生实习招聘-Protime实习生招聘-实习僧," 
                        Protime
                          ",100-150/天,上海,本科,5天／周,实习12个月,互联网/游戏/软件,50-150,100,150,125.0,3750.0,5,12,ShangHai,Undergraduate,Internet/Games/Software
527,商业分析实习生实习招聘-Evereden实习生招聘-实习僧," 
                        Evereden
                          ",120-180/天,上海,本科,5天／周,实习3个月,快消/百货/批发/零售,50-150,120,180,150.0,4500.0,5,3,ShangHai,Undergraduate,FMCG/Department/Wholesale/Retail
528,python数据分析师实习招聘-镇江智越实习生招聘-实习僧," 
                        镇江智越
                          ",80-150/天,镇江,本科,5天／周,实习12个月,互联网/游戏/软件,15-50,80,150,115.0,3450.0,5,12,ZhenJiang,Undergraduate,Internet/Games/Software
529,Analyst实习生实习招聘-益普索实习生招聘-实习僧," 
                        益普索
                          ",150/天,上海,本科,4天／周,实习3个月,企业服务/咨询,500-2000,150,150,150.0,4500.0,4,3,ShangHai,Undergraduate,Corporate Services/Consulting
530,安全研究员/大数据分析实习生实习招聘-绿盟科技实习生招聘-实习僧," 
                        绿盟科技
                          ",120-180/天,西安,本科,4天／周,实习5个月,互联网/游戏/软件,more than 2000,120,180,150.0,4500.0,4,5,XiAn,Undergraduate,Internet/Games/Software
531,用户增长运营-数据分析实习生实习招聘-京东实习生招聘-实习僧," 
                        京东
                          ",100-150/天,深圳,本科,5天／周,实习3个月,互联网/游戏/软件,more than 2000,100,150,125.0,3750.0,5,3,ShenZhen,Undergraduate,Internet/Games/Software
532,【西云数据】亚马逊技术支持工程师实习招聘-实习僧校招内推助手实习生招聘-实习僧," 
                        实习僧校招内推助手
                          ",250-300/天,北京,本科,5天／周,实习3个月,互联网/游戏/软件,50-150,250,300,275.0,8250.0,5,3,BeiJing,Undergraduate,Internet/Games/Software
533,美团优选战略研究实习生实习招聘-美团实习生招聘-实习僧," 
                        美团
                          ",200-250/天,上海,本科,5天／周,实习3个月,互联网/游戏/软件,more than 2000,200,250,225.0,6750.0,5,3,ShangHai,Undergraduate,Internet/Games/Software
534,试验分析岗实习招聘-蜂巢动力实习生招聘-实习僧," 
                        蜂巢动力
                          ",200-300/天,泰州,本科,6天／周,实习6个月,汽车/机械/制造,more than 2000,200,300,250.0,7500.0,6,6,TaiZhou,Undergraduate,Automotive / Machinery / Manufacturing
535,BI 数据分析实习生-SH实习招聘-Shopee实习生招聘-实习僧," 
                        Shopee
                          ",面议,上海,不限,5天／周,实习3个月,互联网/游戏/软件,500-2000,0,0,0.0,0.0,5,3,ShangHai,Unlimited,Internet/Games/Software
